"filename", "language", "PostCSS", "JavaScript", "XML", "PHP", "JSON", "Markdown", "comment", "blank", "total"
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\tablesaw\tablesaw.js", "JavaScript", 0, 2587, 0, 0, 0, 0, 520, 683, 3790
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\treeview\jstree.min.js", "JavaScript", 0, 5, 0, 0, 0, 0, 1, 0, 6
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\treeview\style.css", "PostCSS", 1083, 0, 0, 0, 0, 0, 19, 1, 1103
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\assets\libs\twitter-bootstrap-wizard\jquery.bootstrap.wizard.min.js", "JavaScript", 0, 11, 0, 0, 0, 0, 11, 1, 23
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\public\index.php", "PHP", 0, 0, 0, 10, 0, 0, 4, 7, 21
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\css\app.css", "PostCSS", 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\js\app.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 4, 8
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\js\bootstrap.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 2, 5
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\create.blade.php", "PHP", 0, 0, 0, 19, 0, 0, 0, 5, 24
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\edit.blade.php", "PHP", 0, 0, 0, 11, 0, 0, 0, 2, 13
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\espacios\create.blade.php", "PHP", 0, 0, 0, 24, 0, 0, 0, 7, 31
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\espacios\edit.blade.php", "PHP", 0, 0, 0, 24, 0, 0, 0, 6, 30
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\espacios\form.blade.php", "PHP", 0, 0, 0, 57, 0, 0, 0, 9, 66
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\form.blade.php", "PHP", 0, 0, 0, 15, 0, 0, 0, 1, 16
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\horarios\create.blade.php", "PHP", 0, 0, 0, 24, 0, 0, 0, 6, 30
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\horarios\edit.blade.php", "PHP", 0, 0, 0, 24, 0, 0, 0, 1, 25
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\horarios\form.blade.php", "PHP", 0, 0, 0, 12, 0, 0, 0, 1, 13
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\index.blade.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\panel.blade.php", "PHP", 0, 0, 0, 304, 0, 0, 3, 25, 332
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\ubicaciones\create.blade.php", "PHP", 0, 0, 0, 20, 0, 0, 0, 5, 25
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\ubicaciones\edit.blade.php", "PHP", 0, 0, 0, 20, 0, 0, 0, 1, 21
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administracion\ubicaciones\form.blade.php", "PHP", 0, 0, 0, 10, 0, 0, 0, 4, 14
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administradores\create.blade.php", "PHP", 0, 0, 0, 21, 0, 0, 0, 4, 25
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administradores\edit.blade.php", "PHP", 0, 0, 0, 21, 0, 0, 0, 4, 25
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administradores\form.blade.php", "PHP", 0, 0, 0, 21, 0, 0, 0, 4, 25
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administradores\index.blade.php", "PHP", 0, 0, 0, 37, 0, 0, 0, 1, 38
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\administradores\reporte.blade.php", "PHP", 0, 0, 0, 34, 0, 0, 0, 1, 35
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\analisis_reserva\index.blade.php", "PHP", 0, 0, 0, 179, 0, 0, 0, 22, 201
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\analisis_reserva\pdf\dias.blade.php", "PHP", 0, 0, 0, 26, 0, 0, 0, 1, 27
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\analisis_reserva\pdf\espacios.blade.php", "PHP", 0, 0, 0, 32, 0, 0, 0, 1, 33
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\analisis_reserva\pdf\momentos.blade.php", "PHP", 0, 0, 0, 26, 0, 0, 0, 1, 27
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\analisis_reserva\pdf\ubicaciones.blade.php", "PHP", 0, 0, 0, 26, 0, 0, 0, 1, 27
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\analisis_reserva\reporte.blade.php", "PHP", 0, 0, 0, 82, 0, 0, 0, 6, 88
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\auth\confirm-password.blade.php", "PHP", 0, 0, 0, 22, 0, 0, 0, 6, 28
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\auth\forgot-password.blade.php", "PHP", 0, 0, 0, 21, 0, 0, 0, 5, 26
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\auth\login.blade.php", "PHP", 0, 0, 0, 74, 0, 0, 0, 10, 84
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\auth\register.blade.php", "PHP", 0, 0, 0, 71, 0, 0, 0, 10, 81
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\auth\reset-password.blade.php", "PHP", 0, 0, 0, 32, 0, 0, 0, 8, 40
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\auth\verify-email.blade.php", "PHP", 0, 0, 0, 26, 0, 0, 0, 6, 32
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\application-logo.blade.php", "PHP", 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\auth-session-status.blade.php", "PHP", 0, 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\danger-button.blade.php", "PHP", 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\dropdown-link.blade.php", "PHP", 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\dropdown.blade.php", "PHP", 0, 0, 0, 31, 0, 0, 0, 5, 36
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\input-error.blade.php", "PHP", 0, 0, 0, 8, 0, 0, 0, 2, 10
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\input-label.blade.php", "PHP", 0, 0, 0, 4, 0, 0, 0, 2, 6
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\modal.blade.php", "PHP", 0, 0, 0, 73, 0, 0, 2, 4, 79
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\nav-link.blade.php", "PHP", 0, 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\primary-button.blade.php", "PHP", 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\responsive-nav-link.blade.php", "PHP", 0, 0, 0, 9, 0, 0, 0, 3, 12
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\secondary-button.blade.php", "PHP", 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\components\text-input.blade.php", "PHP", 0, 0, 0, 2, 0, 0, 0, 2, 4
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\dashboard.blade.php", "PHP", 0, 0, 0, 26, 0, 0, 0, 3, 29
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\historial_reservas\index.blade.php", "PHP", 0, 0, 0, 40, 0, 0, 0, 2, 42
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\historial_solicitudes\index.blade.php", "PHP", 0, 0, 0, 59, 0, 0, 0, 4, 63
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\historial_solicitudes\reporte_pdf.blade.php", "PHP", 0, 0, 0, 48, 0, 0, 0, 1, 49
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\historial_solicitudes\show.blade.php", "PHP", 0, 0, 0, 21, 0, 0, 0, 2, 23
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\layouts\app.blade.php", "PHP", 0, 0, 0, 259, 0, 0, 7, 26, 292
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\layouts\guest.blade.php", "PHP", 0, 0, 0, 26, 0, 0, 0, 5, 31
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\layouts\navigation.blade.php", "PHP", 0, 0, 0, 88, 0, 0, 0, 13, 101
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\perfil_admin\edit.blade.php", "PHP", 0, 0, 0, 20, 0, 0, 0, 6, 26
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\perfil_admin\index.blade.php", "PHP", 0, 0, 0, 28, 0, 0, 0, 3, 31
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\profile\edit.blade.php", "PHP", 0, 0, 0, 26, 0, 0, 0, 4, 30
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\profile\partials\delete-user-form.blade.php", "PHP", 0, 0, 0, 45, 0, 0, 0, 11, 56
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\profile\partials\update-password-form.blade.php", "PHP", 0, 0, 0, 41, 0, 0, 0, 8, 49
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\profile\partials\update-profile-information-form.blade.php", "PHP", 0, 0, 0, 54, 0, 0, 0, 11, 65
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\reservas\create.blade.php", "PHP", 0, 0, 0, 114, 0, 0, 2, 24, 140
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\reservas\edit.blade.php", "PHP", 0, 0, 0, 84, 0, 0, 0, 14, 98
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\reservas\espacio3d.blade.php", "PHP", 0, 0, 0, 24, 0, 0, 0, 5, 29
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\reservas\form.blade.php", "PHP", 0, 0, 0, 56, 0, 0, 0, 7, 63
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\reservas\index.blade.php", "PHP", 0, 0, 0, 70, 0, 0, 0, 8, 78
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\reservas_pendientes\edit.blade.php", "PHP", 0, 0, 0, 28, 0, 0, 0, 7, 35
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\reservas_pendientes\index.blade.php", "PHP", 0, 0, 0, 37, 0, 0, 0, 4, 41
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\superadmin\edit.blade.php", "PHP", 0, 0, 0, 7, 0, 0, 0, 2, 9
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\superadmin\form.blade.php", "PHP", 0, 0, 0, 17, 0, 0, 0, 5, 22
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\superadmin\index.blade.php", "PHP", 0, 0, 0, 28, 0, 0, 0, 3, 31
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\usuario_perfil\edit.blade.php", "PHP", 0, 0, 0, 13, 0, 0, 0, 5, 18
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\usuario_perfil\form.blade.php", "PHP", 0, 0, 0, 12, 0, 0, 0, 3, 15
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\usuario_perfil\index.blade.php", "PHP", 0, 0, 0, 28, 0, 0, 0, 3, 31
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\resources\views\welcome.blade.php", "PHP", 0, 0, 0, 169, 0, 0, 1, 24, 194
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\routes\auth.php", "PHP", 0, 0, 0, 43, 0, 0, 0, 17, 60
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\routes\console.php", "PHP", 0, 0, 0, 6, 0, 0, 0, 3, 9
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\routes\web.php", "PHP", 0, 0, 0, 90, 0, 0, 14, 28, 132
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tailwind.config.js", "JavaScript", 0, 17, 0, 0, 0, 0, 1, 4, 22
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tests\Feature\Auth\AuthenticationTest.php", "PHP", 0, 0, 0, 29, 0, 0, 0, 13, 42
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tests\Feature\Auth\EmailVerificationTest.php", "PHP", 0, 0, 0, 33, 0, 0, 0, 14, 47
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tests\Feature\Auth\PasswordConfirmationTest.php", "PHP", 0, 0, 0, 22, 0, 0, 0, 11, 33
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tests\Feature\Auth\PasswordResetTest.php", "PHP", 0, 0, 0, 41, 0, 0, 0, 20, 61
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tests\Feature\Auth\PasswordUpdateTest.php", "PHP", 0, 0, 0, 32, 0, 0, 0, 9, 41
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tests\Feature\Auth\RegistrationTest.php", "PHP", 0, 0, 0, 15, 0, 0, 0, 5, 20
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tests\Feature\ExampleTest.php", "PHP", 0, 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tests\Feature\ProfileTest.php", "PHP", 0, 0, 0, 64, 0, 0, 0, 22, 86
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tests\Pest.php", "PHP", 0, 0, 0, 10, 0, 0, 31, 7, 48
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tests\TestCase.php", "PHP", 0, 0, 0, 6, 0, 0, 1, 4, 11
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\tests\Unit\ExampleTest.php", "PHP", 0, 0, 0, 4, 0, 0, 0, 2, 6
"c:\Users\USUARIO\Desktop\6to sem\proyecto emaverde\Copia_git1\Proyecto-sistema-emaverde\vite.config.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 2, 12
"Total", "-", 34303, 36331, 22666, 5900, 13523, 40, 11154, 20261, 144178
